,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
25,25,6309 W Devon Ave,1700.0,3.0,4.0,"Chicago, IL 60646","['09/18/2018', '09/06/2018', '08/25/2018', '07/31/2018', '07/18/2018', '02/27/2018', '02/21/2018', '01/31/2018', '01/26/2018', '01/19/2018', '01/11/2018', '12/07/2017', '11/06/2017', '10/06/2017', '09/08/2017', '08/10/2017', '07/07/2017', '01/07/2016', '11/20/2015', '10/27/2015', '10/14/2015', '08/12/2015', '06/23/2015', '05/22/2015', '04/12/2015', '03/18/2015', '03/14/2015', '03/05/2015', '06/09/1999', '04/19/1994']",9.0,"['Price change', 'Price change', 'Posting removed', 'Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Pending to active status', 'Pending', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Price change', 'Pending', 'Price change', 'Price change', 'Price change', 'Price change', 'Pending', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,700 Square Feet', 'Lot Size: 3750 sqft']",10/03/2018,3750.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1955', '79 days on Trulia', '3750 sqft lot size', '1,700 sqft', '$218/sqft', '820 views']",370000.0,"[['1994-04-19 00:00:00', 96666, 'Sold'], ['1999-06-09 00:00:00', 185000, 'Sold'], ['2015-03-05 00:00:00', 275000, 'Listed for sale'], ['2015-03-14 00:00:00', 220000, 'Price change'], ['2015-03-18 00:00:00', 200000, 'Price change'], ['2015-04-12 00:00:00', 200000, 'Pending'], ['2015-05-22 00:00:00', 275000, 'Price change'], ['2015-06-23 00:00:00', 240000, 'Price change'], ['2015-08-12 00:00:00', 230000, 'Price change'], ['2015-10-14 00:00:00', 200000, 'Price change'], ['2015-10-27 00:00:00', 200000, 'Pending'], ['2015-11-20 00:00:00', 230000, 'Price change'], ['2016-01-07 00:00:00', 230000, 'Posting removed'], ['2017-07-07 00:00:00', 316900, 'Listed for sale'], ['2017-08-10 00:00:00', 299900, 'Price change'], ['2017-09-08 00:00:00', 284900, 'Price change'], ['2017-10-06 00:00:00', 259900, 'Price change'], ['2017-11-06 00:00:00', 244900, 'Price change'], ['2017-12-07 00:00:00', 224900, 'Price change'], ['2018-01-11 00:00:00', 199900, 'Price change'], ['2018-01-19 00:00:00', 199900, 'Pending'], ['2018-01-26 00:00:00', 199900, 'Pending to active status'], ['2018-01-31 00:00:00', 199900, 'Pending'], ['2018-02-21 00:00:00', 199900, 'Posting removed'], ['2018-02-27 00:00:00', 210500, 'Sold'], ['2018-07-18 00:00:00', 387000, 'Listed for sale'], ['2018-07-31 00:00:00', 382000, 'Price change'], ['2018-08-25 00:00:00', 382000, 'Posting removed'], ['2018-09-06 00:00:00', 379900, 'Price change'], ['2018-09-18 00:00:00', 375000, 'Price change']]",218.0,"['$375,000', '$379,900', '$382,000', '$382,000', '$387,000', '$210,500', '$199,900', '$199,900', '$199,900', '$199,900', '$199,900', '$224,900', '$244,900', '$259,900', '$284,900', '$299,900', '$316,900', '$230,000', '$230,000', '$200,000', '$200,000', '$230,000', '$240,000', '$275,000', '$200,000', '$200,000', '$220,000', '$275,000', '$185,000', '$96,666']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,228 Square Feet', 'Lot Size: 3,750 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6309-w-devon-ave-chicago-il-60646--923923,820.0,1955.0,60646.0,78555,98143.0,27177,25,"['0.3 km', '3.5 km', '31 m', '15.3 km', '0.1 km']",['19.3 km'],"['4 mins', '8 mins', '1 min', '28 mins', '1 min']",['46 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.9973254],[-87.7856908]
26,26,5905 N Nagle Ave,899.0,1.0,2.0,"Chicago, IL 60646","['08/08/2018', '08/06/2018', '07/26/2018', '07/24/2018', '07/17/2018', '07/10/2018', '05/31/2018', '05/29/2018', '11/20/2012', '08/29/2012', '07/01/2012', '05/31/2012']",3.0,"['Price change', 'Price change', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Listed for sale']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '899 Square Feet', 'Lot Size: 3720 sqft']",08/08/2018,3720.0,sqft,&lpar;Norwood Park East&rpar;,"['Single-Family Home', '2 Beds', '1 Bath', 'Built in 1952', '73 days on Trulia', '3720 sqft lot size', '899 sqft', '$266/sqft', '384 views']",239000.0,"[['2012-05-31 00:00:00', 175000, 'Listed for sale'], ['2012-07-01 00:00:00', 174000, 'Price change'], ['2012-08-29 00:00:00', 174000, 'Posting removed'], ['2012-11-20 00:00:00', 170000, 'Sold'], ['2018-05-29 00:00:00', 230000, 'Listed for sale'], ['2018-05-31 00:00:00', 230000, 'Posting removed'], ['2018-07-10 00:00:00', 240000, 'Listed for sale'], ['2018-07-17 00:00:00', 240000, 'Posting removed'], ['2018-07-24 00:00:00', 220000, 'Listed for sale'], ['2018-07-26 00:00:00', 220000, 'Posting removed'], ['2018-08-06 00:00:00', 240000, 'Price change'], ['2018-08-08 00:00:00', 239000, 'Price change']]",266.0,"['$239,000', '$240,000', '$220,000', '$220,000', '$240,000', '$240,000', '$230,000', '$230,000', '$170,000', '$174,000', '$174,000', '$175,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '899 Square Feet', 'Lot Size: 3,720 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5905-n-nagle-ave-chicago-il-60646--2104534834,384.0,1952.0,60646.0,78555,98143.0,27177,26,"['0.7 km', '2.6 km', '31 m', '15.3 km', '0.1 km']",['18.7 km'],"['9 mins', '6 mins', '1 min', '28 mins', '1 min']",['50 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Milwaukee Avenue', 'Blue Line']",[41.98861369999999],[-87.78758479999999]
27,27,6000 N Cicero Ave #412,1300.0,2.0,2.0,"Chicago, IL 60646",,6.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,300 Square Feet']",08/06/2018,,,&lpar;Edgebrook&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2006', '66 days on Trulia', '1,300 sqft', '$219/sqft', '138 views', '$412/monthly HOA']",285000.0,,219.0,,,,https://www.trulia.com/p/il/chicago/6000-n-cicero-ave-412-chicago-il-60646--2104535465,138.0,2006.0,60646.0,78555,98143.0,27177,27,"['1.7 km', '2.2 km', '0.3 km', '13.5 km', '0.1 km']",['17.8 km'],"['22 mins', '4 mins', '4 mins', '26 mins', '1 min']",['1 hour 0 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9907606],[-87.74894169999999]
28,28,6060 N Kirkwood Ave,3167.0,5.0,5.0,"Chicago, IL 60646","['09/12/2018', '08/02/2018', '02/18/2011', '02/11/2011', '01/06/2011', '12/19/2010', '09/18/2010', '08/12/2010', '06/17/2010', '05/07/2010', '03/14/1997']",4.0,"['Price change', 'Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Sold']","['5 Bedrooms', '5 Bathrooms', 'Single-Family Home', '3,167 Square Feet', 'Lot Size: 6198 sqft']",09/12/2018,6198.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '5 Beds', '5 Baths', 'Built in 1927', '64 days on Trulia', '6198 sqft lot size', '3,167 sqft', '$300/sqft', '309 views']",949000.0,"[['1997-03-14 00:00:00', 415000, 'Sold'], ['2010-05-07 00:00:00', 999999, 'Listed for sale'], ['2010-06-17 00:00:00', 999999, 'Posting removed'], ['2010-08-12 00:00:00', 999999, 'Listed for sale'], ['2010-09-18 00:00:00', 949900, 'Price change'], ['2010-12-19 00:00:00', 849900, 'Price change'], ['2011-01-06 00:00:00', 849900, 'Pending'], ['2011-02-11 00:00:00', 849900, 'Posting removed'], ['2011-02-18 00:00:00', 835000, 'Sold'], ['2018-08-02 00:00:00', 980000, 'Listed for sale'], ['2018-09-12 00:00:00', 949000, 'Price change']]",300.0,"['$949,000', '$980,000', '$835,000', '$849,900', '$849,900', '$849,900', '$949,900', '$999,999', '$999,999', '$999,999', '$415,000']","['5 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,167 Square Feet', 'Lot Size: 6,200 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6060-n-kirkwood-ave-chicago-il-60646--935388,309.0,1927.0,60646.0,78555,98143.0,27177,28,"['0.6 km', '5.7 km', '0.1 km', '12.0 km', '0.1 km']",['18.5 km'],"['8 mins', '16 mins', '2 mins', '23 mins', '1 min']",['54 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Cicero/Skokie Blvd.', 'Blue Line']",[41.991477],[-87.7427469]
29,29,6669 N Ionia Ave,1852.0,3.0,3.0,"Chicago, IL 60646","['09/14/2018', '08/14/2018', '08/01/2018']",5.0,"['Price change', 'Price change', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,852 Square Feet', 'Lot Size: 8642 sqft']",10/05/2018,8642.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1938', '65 days on Trulia', '8642 sqft lot size', '1,852 sqft', '$275/sqft', '189 views']",509000.0,"[['2018-08-01 00:00:00', 559000, 'Listed for sale'], ['2018-08-14 00:00:00', 539000, 'Price change'], ['2018-09-14 00:00:00', 523900, 'Price change']]",275.0,"['$523,900', '$539,000', '$559,000']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,852 Square Feet', 'Lot Size: 8,641 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6669-n-ionia-ave-chicago-il-60646--2104539755,189.0,1938.0,60646.0,78555,98143.0,27177,29,"['0.5 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.0 km'],"['6 mins', '7 mins', '4 mins', '26 mins', '1 min']",['49 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.0020922],[-87.7630485]
30,30,6421 N Leoti Ave,1263.0,2.0,3.0,"Chicago, IL 60646",,8.0,,"['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,263 Square Feet', 'Lot Size: 6198 sqft']",09/27/2018,6198.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1934', '8 days on Trulia', '6198 sqft lot size', '1,263 sqft', '$337/sqft', '45 views']",425000.0,,337.0,,"['3 Bedrooms', '1.5 Bathrooms', 'Single-Family Home', '1,263 Square Feet', 'Lot Size: 6,200 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6421-n-leoti-ave-chicago-il-60646--2104539162,45.0,1934.0,60646.0,78555,98143.0,27177,30,"['0.3 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['18.7 km'],"['3 mins', '7 mins', '4 mins', '26 mins', '1 min']",['45 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9984514],[-87.7644263]
31,31,7060 N Monon Ave,1406.0,2.0,3.0,"Chicago, IL 60646",,6.0,,"['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,406 Square Feet', 'Lot Size: 5623 sqft']",09/29/2018,5623.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1945', '6 days on Trulia', '5623 sqft lot size', '1,406 sqft', '$313/sqft', '64 views']",439900.0,,313.0,,"['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,406 Square Feet', 'Lot Size: 5,625 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/7060-n-monon-ave-chicago-il-60646--2104541016,64.0,1945.0,60646.0,78555,98143.0,27177,31,"['2.0 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['20.5 km'],"['24 mins', '7 mins', '4 mins', '26 mins', '1 min']",['1 hour 4 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.0101004],[-87.7761]
32,32,7244 N McVicker Ave,1113.0,2.0,3.0,"Chicago, IL 60646","['09/17/2018', '10/04/2013', '09/03/2013', '06/26/2013']",8.0,"['Listed for sale', 'Sold', 'Posting removed', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '1,113 Square Feet', 'Lot Size: 4321 sqft']",09/17/2018,4321.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '3 Beds', '2 Baths', 'Built in 1947', '18 days on Trulia', '4321 sqft lot size', '1,113 sqft', '$323/sqft', '74 views']",359900.0,"[['2013-06-26 00:00:00', 219900, 'Listed for sale'], ['2013-09-03 00:00:00', 219900, 'Posting removed'], ['2013-10-04 00:00:00', 213500, 'Sold'], ['2018-09-17 00:00:00', 359900, 'Listed for sale']]",323.0,"['$359,900', '$213,500', '$219,900', '$219,900']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,113 Square Feet', 'Lot Size: 4,321 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/7244-n-mcvicker-ave-chicago-il-60646--2104541260,74.0,1947.0,60646.0,78555,98143.0,27177,32,"['0.1 km', '5.5 km', '18 m', '15.3 km', '0.1 km']",['21.1 km'],"['2 mins', '11 mins', '1 min', '28 mins', '1 min']",['49 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Central', 'Blue Line']",[42.0129113],[-87.7780059]
33,33,6740 N Wildwood Ave,2624.0,3.0,4.0,"Chicago, IL 60646","['09/06/2018', '05/08/2013', '04/20/2013', '02/15/2013', '01/30/2013', '12/04/2012', '10/06/2012', '09/27/2007', '09/09/1997', '08/02/1994', '07/19/1994']",9.0,"['Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Price change', 'Price change', 'Listed for sale', 'Sold', 'Sold', 'Sold', 'Sold']","['4 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,624 Square Feet', 'Lot Size: 6838 sqft']",09/06/2018,6838.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '4 Beds', '3 Baths', 'Built in 1947', '29 days on Trulia', '6838 sqft lot size', '2,624 sqft', '$278/sqft', '147 views']",729900.0,"[['1994-07-19 00:00:00', 296000, 'Sold'], ['1994-08-02 00:00:00', 296000, 'Sold'], ['1997-09-09 00:00:00', 223333, 'Sold'], ['2007-09-27 00:00:00', 665000, 'Sold'], ['2012-10-06 00:00:00', 749000, 'Listed for sale'], ['2012-12-04 00:00:00', 719000, 'Price change'], ['2013-01-30 00:00:00', 699000, 'Price change'], ['2013-02-15 00:00:00', 699000, 'Pending'], ['2013-04-20 00:00:00', 699000, 'Posting removed'], ['2013-05-08 00:00:00', 650000, 'Sold'], ['2018-09-06 00:00:00', 729900, 'Listed for sale']]",278.0,"['$729,900', '$650,000', '$699,000', '$699,000', '$699,000', '$719,000', '$749,000', '$665,000', '$223,333', '$296,000', '$296,000']","['3 Bedrooms', '2 Bathrooms', 'Single-Family Home', '2,624 Square Feet', 'Lot Size: 6,840 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6740-n-wildwood-ave-chicago-il-60646--2104539968,147.0,1947.0,60646.0,78555,98143.0,27177,33,"['1.4 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.9 km'],"['18 mins', '7 mins', '4 mins', '26 mins', '1 min']",['59 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.0041955],[-87.77863699999999]
34,34,6043 N Keeler Ave,1600.0,3.0,3.0,"Chicago, IL 60646","['08/28/2018', '03/14/2007', '04/06/1999']",8.0,"['Listed for sale', 'Sold', 'Sold']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '1,600 Square Feet', 'Lot Size: 4090 sqft']",10/01/2018,4090.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1951', '38 days on Trulia', '4090 sqft lot size', '1,600 sqft', '$306/sqft', '322 views']",490000.0,"[['1999-04-06 00:00:00', 234000, 'Sold'], ['2007-03-14 00:00:00', 467000, 'Sold'], ['2018-08-28 00:00:00', 500000, 'Listed for sale']]",306.0,"['$500,000', '$467,000', '$234,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,159 Square Feet', 'Lot Size: 4,092 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6043-n-keeler-ave-chicago-il-60646--2104535934,322.0,1951.0,60646.0,78555,98143.0,27177,34,"['0.6 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['16.9 km'],"['7 mins', '14 mins', '2 mins', '23 mins', '1 min']",['51 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9913174],[-87.7336639]
35,35,5900 N Kilpatrick Ave,3855.0,4.0,4.0,"Chicago, IL 60646","['07/17/2018', '01/17/2013', '12/20/2012', '06/02/2012', '07/29/2011', '12/09/2010', '11/04/2010', '09/21/2010', '08/10/2010', '01/09/2010', '12/06/2009', '09/17/2009', '07/19/2009', '01/23/2001']",0.0,"['Listed for sale', 'Sold', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Price change', 'Listed for sale', 'Sold']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,855 Square Feet', 'Lot Size: 8768 sqft']",08/01/2018,8768.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1935', '80 days on Trulia', '8768 sqft lot size', '3,855 sqft', '$337/sqft', '217 views']",1299000.0,"[['2001-01-23 00:00:00', 450000, 'Sold'], ['2009-07-19 00:00:00', 1450000, 'Listed for sale'], ['2009-09-17 00:00:00', 1299000, 'Price change'], ['2009-12-06 00:00:00', 1185000, 'Price change'], ['2010-01-09 00:00:00', 999000, 'Price change'], ['2010-08-10 00:00:00', 999000, 'Posting removed'], ['2010-09-21 00:00:00', 899900, 'Listed for sale'], ['2010-11-04 00:00:00', 899900, 'Posting removed'], ['2010-12-09 00:00:00', 899900, 'Listed for sale'], ['2011-07-29 00:00:00', 899900, 'Posting removed'], ['2012-06-02 00:00:00', 750000, 'Listed for sale'], ['2012-12-20 00:00:00', 750000, 'Posting removed'], ['2013-01-17 00:00:00', 770000, 'Sold'], ['2018-07-17 00:00:00', 1299000, 'Listed for sale']]",337.0,"['$1,299,000', '$770,000', '$750,000', '$750,000', '$899,900', '$899,900', '$899,900', '$899,900', '$999,000', '$999,000', '$1,185,000', '$1,299,000', '$1,450,000', '$450,000']","['8 Bedrooms', '2.5 Bathrooms', 'Single-Family Home', '3,855 Square Feet', 'Lot Size: 8,767 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/5900-n-kilpatrick-ave-chicago-il-60646--1258466,217.0,1935.0,60646.0,78555,98143.0,27177,35,"['1.4 km', '2.2 km', '0.3 km', '13.5 km', '0.1 km']",['17.5 km'],"['18 mins', '4 mins', '4 mins', '26 mins', '1 min']",['57 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[41.9880284],[-87.7459339]
36,36,6205 N Tripp Ave,3300.0,4.0,4.0,"Chicago, IL 60646","['09/08/2018', '07/26/2018', '12/08/2017', '12/06/2017']",1.0,"['Price change', 'Listed for sale', 'Sold', 'Sold']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,300 Square Feet', 'Lot Size: 4092 sqft']",09/25/2018,4092.0,sqft,&lpar;Sauganash&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1952', '71 days on Trulia', '4092 sqft lot size', '3,300 sqft', '$227/sqft', '254 views']",750000.0,"[['2017-12-06 00:00:00', 130000, 'Sold'], ['2017-12-08 00:00:00', 130000, 'Sold'], ['2018-07-26 00:00:00', 799000, 'Listed for sale'], ['2018-09-08 00:00:00', 750000, 'Price change']]",227.0,"['$750,000', '$799,000', '$130,000', '$130,000']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,210 Square Feet', 'Lot Size: 4,092 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6205-n-tripp-ave-chicago-il-60646--2104537153,254.0,1952.0,60646.0,78555,98143.0,27177,36,"['1.0 km', '4.1 km', '0.2 km', '12.0 km', '0.1 km']",['17.3 km'],"['12 mins', '14 mins', '2 mins', '23 mins', '1 min']",['55 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['Pulaski', 'Blue Line']",[41.9939361],[-87.7349103]
37,37,7143 N Mankato Ave,2000.0,3.0,3.0,"Chicago, IL 60646","['09/12/2018', '07/24/2018']",7.0,"['Price change', 'Listed for sale']","['3 Bedrooms', '3 Bathrooms', 'Single-Family Home', '2,000 Square Feet', 'Lot Size: 5140 sqft']",09/28/2018,5140.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '3 Beds', '3 Baths', 'Built in 1952', '7 days on Trulia', '5140 sqft lot size', '2,000 sqft', '$261/sqft', '181 views']",522500.0,"[['2018-07-24 00:00:00', 539000, 'Listed for sale'], ['2018-09-12 00:00:00', 522500, 'Price change']]",261.0,"['$522,500', '$539,000']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '779 Square Feet', 'Lot Size: 5,141 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/7143-n-mankato-ave-chicago-il-60646--2104541178,181.0,1952.0,60646.0,78555,98143.0,27177,37,"['0.2 km', '5.4 km', '18 m', '15.3 km', '0.1 km']",['21.1 km'],"['3 mins', '11 mins', '1 min', '28 mins', '1 min']",['50 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Central', 'Blue Line']",[42.0107734],[-87.77894479999999]
38,38,6332 W Estes Ave,1205.0,1.0,2.0,"Chicago, IL 60646","['09/16/2018', '09/01/2018', '07/01/2018']",6.0,"['Price change', 'Posting removed', 'Listed for sale']","['2 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,205 Square Feet', 'Lot Size: 5288 sqft']",09/16/2018,5288.0,sqft,&lpar;Wildwood&rpar;,"['Single-Family Home', '2 Beds', '1 Bath', 'Built in 1951', '96 days on Trulia', '5288 sqft lot size', '1,205 sqft', '$330/sqft', '67 views']",398000.0,"[['2018-07-01 00:00:00', 399900, 'Listed for sale'], ['2018-09-01 00:00:00', 399900, 'Posting removed'], ['2018-09-16 00:00:00', 398000, 'Price change']]",330.0,"['$398,000', '$399,900', '$399,900']","['3 Bedrooms', '1 Bathroom', 'Single-Family Home', '1,205 Square Feet', 'Lot Size: 5,289 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6332-w-estes-ave-chicago-il-60646--2104538633,67.0,1951.0,60646.0,78555,98143.0,27177,38,"['0.3 km', '6.0 km', '18 m', '15.3 km', '0.1 km']",['21.8 km'],"['4 mins', '12 mins', '1 min', '28 mins', '1 min']",['53 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'SUBWAY']","['North Central', 'Blue Line']",[42.0101729],[-87.785652]
39,39,6770 N Waukesha Ave,3194.0,4.0,4.0,"Chicago, IL 60646","['07/05/2018', '09/16/2017', '08/05/2017', '08/04/2017', '06/27/2017', '11/05/2016', '10/03/2016', '08/29/2016', '01/11/2016', '04/27/2015', '08/11/2013', '06/21/2013']",2.0,"['Listed for sale', 'Posting removed', 'Price change', 'Posting removed', 'Listed for sale', 'Posting removed', 'Price change', 'Listed for sale', 'Posting removed', 'Listed for sale', 'Posting removed', 'Listed for sale']","['4 Bedrooms', '4 Bathrooms', 'Single-Family Home', '3,194 Square Feet', 'Lot Size: 6973 sqft']",09/04/2018,6973.0,sqft,&lpar;Edgebrook&rpar;,"['Single-Family Home', '4 Beds', '4 Baths', 'Built in 1968', '92 days on Trulia', '6973 sqft lot size', '3,194 sqft', '$216/sqft', '70 views']",689000.0,"[['2013-06-21 00:00:00', 749000, 'Listed for sale'], ['2013-08-11 00:00:00', 749000, 'Posting removed'], ['2015-04-27 00:00:00', 729000, 'Listed for sale'], ['2016-01-11 00:00:00', 729000, 'Posting removed'], ['2016-08-29 00:00:00', 749000, 'Listed for sale'], ['2016-10-03 00:00:00', 729000, 'Price change'], ['2016-11-05 00:00:00', 729000, 'Posting removed'], ['2017-06-27 00:00:00', 699900, 'Listed for sale'], ['2017-08-04 00:00:00', 699900, 'Posting removed'], ['2017-08-05 00:00:00', 699000, 'Price change'], ['2017-09-16 00:00:00', 699000, 'Posting removed'], ['2018-07-05 00:00:00', 689000, 'Listed for sale']]",216.0,"['$689,000', '$699,000', '$699,000', '$699,900', '$699,900', '$729,000', '$729,000', '$749,000', '$729,000', '$729,000', '$749,000', '$749,000']","['5 Bedrooms', '3 Bathrooms', 'Single-Family Home', '3,194 Square Feet', 'Lot Size: 6,973 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/6770-n-waukesha-ave-chicago-il-60646--1272604,70.0,1968.0,60646.0,78555,98143.0,27177,39,"['0.7 km', '4.6 km', '0.3 km', '13.5 km', '0.1 km']",['19.2 km'],"['9 mins', '7 mins', '4 mins', '26 mins', '1 min']",['51 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['HEAVY_RAIL', 'SUBWAY']","['Milwaukee North', 'Blue Line']",[42.0043348],[-87.7651267]
